Amount	FirstDigit	SecondDigit	FirstTwo
$52.79	5	2	52
$39.47	3	9	39
$8.11	8	1	81
$39.10	3	9	39
$131.71	1	3	13
$17.19	1	7	17
$33.67	3	3	33
$33.17	3	3	33
$18.62	1	8	18
$26.31	2	6	26
$24.35	2	4	24
$8.57	8	5	85
$21.98	2	1	21
$32.46	3	2	32
$28.85	2	8	28
$58.78	5	8	58
$42.69	4	2	42
"$4,876.56"	4	8	48
"$2,022.47"	2	0	20
$22.52	2	2	22
$27.31	2	7	27
$18.62	1	8	18
$150.24	1	5	15
$102.63	1	0	10
$34.19	3	4	34
$23.83	2	3	23
$51.59	5	1	51
$44.90	4	4	44
$57.38	5	7	57
$361.00	3	6	36
$14.83	1	4	14
$44.04	4	4	44
$68.14	6	8	68
$9.27	9	2	92
$39.18	3	9	39
$41.34	4	1	41
$57.14	5	7	57
$19.48	1	9	19
$16.66	1	6	16
$76.78	7	6	76
"$1,243.04"	1	2	12
$64.83	6	4	64
$28.52	2	8	28
$51.07	5	1	51
$97.53	9	7	97
$45.68	4	5	45
$31.98	3	1	31
$26.91	2	6	26
$43.14	4	3	43
"$17,075.73"	1	7	17
"$5,426.33"	5	4	54
"$18,744.74"	1	8	18
"$15,086.36"	1	5	15
"$3,818.86"	3	8	38
$64.08	6	4	64
$50.89	5	0	50
$4.44	4	4	44
$27.56	2	7	27
$19.31	1	9	19
$89.35	8	9	89
$37.01	3	7	37
$18.90	1	8	18
$49.93	4	9	49
$47.93	4	7	47
$20.34	2	0	20
$36.26	3	6	36
$16.64	1	6	16
$63.84	6	3	63
$200.85	2	0	20
$31.99	3	1	31
"$5,292.26"	5	2	52
"$15,494.35"	1	5	15
$66.75	6	6	66
$82.37	8	2	82
$66.60	6	6	66
$51.27	5	1	51
$42.34	4	2	42
$37.74	3	7	37
$30.39	3	0	30
$20.47	2	0	20
$7.95	7	9	79
$40.89	4	0	40
$264.10	2	6	26
$188.97	1	8	18
$19.14	1	9	19
$9.29	9	2	92
$36.60	3	6	36
$78.57	7	8	78
$64.08	6	4	64
$53.16	5	3	53
"$14,039.68"	1	4	14
"$10,765.31"	1	0	10
"$12,404.04"	1	2	12
"$13,659.86"	1	3	13
"$10,991.16"	1	0	10
"$10,318.75"	1	0	10
"$2,575.56"	2	5	25
$65.98	6	5	65
$61.83	6	1	61
$110.04	1	1	11
$118.02	1	1	11
$48.01	4	8	48
$77.25	7	7	77
$36.02	3	6	36
$26.87	2	6	26
$15.87	1	5	15
$12.35	1	2	12
$19.27	1	9	19
$23.56	2	3	23
$82.07	8	2	82
$37.98	3	7	37
$39.50	3	9	39
"$22,061.86"	2	2	22
$41.80	4	1	41
$36.51	3	6	36
$79.66	7	9	79
$28.00	2	8	28
$85.56	8	5	85
$80.76	8	0	80
$44.81	4	4	44
$30.22	3	0	30
$36.64	3	6	36
$19.41	1	9	19
$19.47	1	9	19
$21.86	2	1	21
$25.02	2	5	25
$35.42	3	5	35
$34.38	3	4	34
"$10,419.38"	1	0	10
$64.08	6	4	64
"$5,171.37"	5	1	51
$26.29	2	6	26
$46.45	4	6	46
"$112,211.04"	1	1	11
$55.22	5	5	55
$86.31	8	6	86
$107.14	1	0	10
"$11,015.28"	1	1	11
$72.38	7	2	72
$27.51	2	7	27
$29.78	2	9	29
$55.73	5	5	55
$91.24	9	1	91
$32.72	3	2	32
$32.20	3	2	32
$21.36	2	1	21
$78.29	7	8	78
$31.02	3	1	31
$27.11	2	7	27
$27.18	2	7	27
$81.65	8	1	81
$49.90	4	9	49
$73.66	7	3	73
$30.06	3	0	30
$41.05	4	1	41
$167.97	1	6	16
$40.39	4	0	40
$93.66	9	3	93
$9.60	9	6	96
"$5,211.38"	5	2	52
"$25,787.28"	2	5	25
"$6,440.49"	6	4	64
$83.00	8	3	83
$25.42	2	5	25
$55.74	5	5	55
$141.17	1	4	14
$51.98	5	1	51
$32.99	3	2	32
$80.02	8	0	80
$1.06	1	0	10
$6.61	6	6	66
$62.88	6	2	62
$63.52	6	3	63
$71.14	7	1	71
$43.43	4	3	43
$62.74	6	2	62
$43.03	4	3	43
$26.55	2	6	26
$114.46	1	1	11
$34.86	3	4	34
$37.20	3	7	37
$36.80	3	6	36
$28.02	2	8	28
$40.68	4	0	40
"$1,783.89"	1	7	17
$46.59	4	6	46
$54.39	5	4	54
$40.77	4	0	40
$69.09	6	9	69
$31.68	3	1	31
$87.99	8	7	87
$48.46	4	8	48
$46.06	4	6	46
$54.73	5	4	54
$51.15	5	1	51
$17.01	1	7	17
$36.40	3	6	36
$36.27	3	6	36
$52.96	5	2	52
$40.27	4	0	40
$44.68	4	4	44
$22.43	2	2	22
$28.67	2	8	28
$25.66	2	5	25
$31.69	3	1	31
$91.81	9	1	91
$11.26	1	1	11
$17.56	1	7	17
$48.64	4	8	48
$33.31	3	3	33
$270.14	2	7	27
$22.92	2	2	22
$48.10	4	8	48
$38.18	3	8	38
$42.75	4	2	42
$43.04	4	3	43
$40.13	4	0	40
$57.50	5	7	57
$53.95	5	3	53
$45.32	4	5	45
$103.69	1	0	10
$27.37	2	7	27
$73.22	7	3	73
$72.03	7	2	72
$78.78	7	8	78
$94.88	9	4	94
$40.36	4	0	40
$55.12	5	5	55
$58.49	5	8	58
$54.74	5	4	54
$37.90	3	7	37
$50.22	5	0	50
$60.61	6	0	60
$81.10	8	1	81
"$6,013.22"	6	0	60
"$10,645.30"	1	0	10
"$13,694.89"	1	3	13
"$4,240.69"	4	2	42
$131.75	1	3	13
$466.95	4	6	46
$92.58	9	2	92
$44.22	4	4	44
$35.65	3	5	35
$152.25	1	5	15
$27.41	2	7	27
$38.17	3	8	38
$31.24	3	1	31
$276.62	2	7	27
$42.78	4	2	42
"$20,937.46"	2	0	20
$59.57	5	9	59
$514.18	5	1	51
$368.59	3	6	36
$97.35	9	7	97
$22.23	2	2	22
$61.77	6	1	61
$123.39	1	2	12
$57.16	5	7	57
$12.90	1	2	12
$25.38	2	5	25
$13.45	1	3	13
$122.79	1	2	12
$412.50	4	1	41
"$6,090.34"	6	0	60
"$2,450.73"	2	4	24
$67.39	6	7	67
$277.00	2	7	27
$205.62	2	0	20
$204.01	2	0	20
$649.22	6	4	64
$139.96	1	3	13
$231.47	2	3	23
$39.55	3	9	39
$106.72	1	0	10
$33.29	3	3	33
$19.53	1	9	19
$78.20	7	8	78
$33.52	3	3	33
$29.03	2	9	29
$26.89	2	6	26
"$10,632.29"	1	0	10
$74.60	7	4	74
"$6,151.17"	6	1	61
"$15,583.72"	1	5	15
$90.66	9	0	90
$693.81	6	9	69
$794.91	7	9	79
"$14,719.25"	1	4	14
"$8,740.37"	8	7	87
"$5,695.02"	5	6	56
"$3,073.71"	3	0	30
"$8,604.01"	8	6	86
"$30,091.06"	3	0	30
$416.24	4	1	41
$32.09	3	2	32
$34.49	3	4	34
$121.72	1	2	12
$43.43	4	3	43
$79.71	7	9	79
$101.85	1	0	10
$28.95	2	8	28
$120.08	1	2	12
$37.96	3	7	37
$74.44	7	4	74
"$5,754.36"	5	7	57
"$13,174.28"	1	3	13
"$12,796.08"	1	2	12
"$4,372.79"	4	3	43
$37.17	3	7	37
$45.06	4	5	45
$117.42	1	1	11
$37.49	3	7	37
$25.18	2	5	25
$122.84	1	2	12
$53.26	5	3	53
$53.22	5	3	53
$133.16	1	3	13
$67.58	6	7	67
$58.41	5	8	58
"$7,330.80"	7	3	73
$77.18	7	7	77
$66.74	6	6	66
$45.69	4	5	45
$211.81	2	1	21
$20.11	2	0	20
$21.43	2	1	21
$79.22	7	9	79
$35.07	3	5	35
"$31,750.98"	3	1	31
$66.45	6	6	66
"$12,662.48"	1	2	12
"$11,111.80"	1	1	11
"$12,015.15"	1	2	12
"$4,975.71"	4	9	49
"$1,050.98"	1	0	10
"$4,624.54"	4	6	46
"$10,132.62"	1	0	10
"$13,764.51"	1	3	13
"$10,888.97"	1	0	10
"$12,361.19"	1	2	12
"$15,165.90"	1	5	15
"$17,688.05"	1	7	17
"$19,882.91"	1	9	19
"$13,262.75"	1	3	13
$53.31	5	3	53
"$11,399.52"	1	1	11
"$7,696.41"	7	6	76
"$4,857.28"	4	8	48
$154.98	1	5	15
$33.83	3	3	33
$38.17	3	8	38
$34.27	3	4	34
$33.78	3	3	33
$680.00	6	8	68
"$6,756.51"	6	7	67
"$7,068.07"	7	0	70
"$10,656.05"	1	0	10
"$11,539.93"	1	1	11
"$4,564.54"	4	5	45
"$15,225.94"	1	5	15
$138.06	1	3	13
"$6,675.88"	6	6	66
"$3,093.77"	3	0	30
"$5,985.14"	5	9	59
$71.50	7	1	71
$74.46	7	4	74
$65.07	6	5	65
"$5,088.98"	5	0	50
$32.08	3	2	32
$46.85	4	6	46
$41.54	4	1	41
$63.46	6	3	63
$35.15	3	5	35
$31.47	3	1	31
"$9,121.63"	9	1	91
"$2,750.44"	2	7	27
"$20,675.37"	2	0	20
$602.90	6	0	60
$46.58	4	6	46
$127.01	1	2	12
$87.18	8	7	87
$30.91	3	0	30
$8.00	8	0	80
$46.04	4	6	46
$52.66	5	2	52
$26.52	2	6	26
$107.17	1	0	10
"$1,336.58"	1	3	13
"$8,205.40"	8	2	82
"$10,850.52"	1	0	10
"$9,607.41"	9	6	96
"$8,807.07"	8	8	88
"$20,375.72"	2	0	20
"$6,652.52"	6	6	66
"$7,076.08"	7	0	70
"$7,305.99"	7	3	73
"$9,323.93"	9	3	93
"$10,544.78"	1	0	10
"$7,055.40"	7	0	70
$124.47	1	2	12
$29.38	2	9	29
$95.79	9	5	95
$133.01	1	3	13
$18.67	1	8	18
$33.56	3	3	33
$17.33	1	7	17
$5.33	5	3	53
$36.05	3	6	36
$62.09	6	2	62
$51.81	5	1	51
$58.51	5	8	58
$49.34	4	9	49
$26.49	2	6	26
$104.65	1	0	10
$22.75	2	2	22
$31.09	3	1	31
$27.15	2	7	27
$25.94	2	5	25
$197.52	1	9	19
$137.51	1	3	13
$23.00	2	3	23
"$13,443.63"	1	3	13
"$7,793.04"	7	7	77
$43.93	4	3	43
$75.85	7	5	75
$14.76	1	4	14
$70.59	7	0	70
$22.95	2	2	22
$108.68	1	0	10
$49.84	4	9	49
$39.32	3	9	39
$171.48	1	7	17
$34.11	3	4	34
$61.32	6	1	61
$60.18	6	0	60
$222.00	2	2	22
$40.03	4	0	40
$49.90	4	9	49
$113.33	1	1	11
$246.09	2	4	24
$103.91	1	0	10
$35.43	3	5	35
$33.38	3	3	33
$87.40	8	7	87
$83.03	8	3	83
$68.84	6	8	68
$68.83	6	8	68
$64.40	6	4	64
$79.87	7	9	79
$49.13	4	9	49
$106.19	1	0	10
$54.02	5	4	54
$18.08	1	8	18
$56.38	5	6	56
$227.65	2	2	22
$23.93	2	3	23
$136.09	1	3	13
$21.34	2	1	21
$18.41	1	8	18
$234.32	2	3	23
$18.85	1	8	18
$77.27	7	7	77
$67.67	6	7	67
$18.29	1	8	18
$104.54	1	0	10
$329.98	3	2	32
$79.99	7	9	79
$121.31	1	2	12
$45.75	4	5	45
$54.58	5	4	54
$38.87	3	8	38
$156.12	1	5	15
$31.19	3	1	31
$91.50	9	1	91
$39.62	3	9	39
$157.56	1	5	15
$120.43	1	2	12
$233.54	2	3	23
$75.75	7	5	75
$43.60	4	3	43
$101.95	1	0	10
$55.00	5	5	55
$42.95	4	2	42
$29.56	2	9	29
$20.50	2	0	20
"$51,268.48"	5	1	51
$78.45	7	8	78
$47.73	4	7	47
$60.97	6	0	60
$85.65	8	5	85
$13.32	1	3	13
$124.15	1	2	12
$61.58	6	1	61
$50.50	5	0	50
$115.90	1	1	11
$227.59	2	2	22
$156.96	1	5	15
$43.17	4	3	43
$67.22	6	7	67
$20.75	2	0	20
$50.89	5	0	50
$236.65	2	3	23
$45.34	4	5	45
$189.42	1	8	18
$156.53	1	5	15
$21.81	2	1	21
$118.34	1	1	11
$175.74	1	7	17
$178.31	1	7	17
$134.00	1	3	13
$249.94	2	4	24
$371.58	3	7	37
$38.74	3	8	38
$107.19	1	0	10
$119.88	1	1	11
$115.28	1	1	11
$87.69	8	7	87
$84.02	8	4	84
$98.39	9	8	98
$45.93	4	5	45
$47.86	4	7	47
$531.77	5	3	53
$53.93	5	3	53
"$5,616.30"	5	6	56
$44.38	4	4	44
$48.47	4	8	48
$106.46	1	0	10
$55.25	5	5	55
$182.10	1	8	18
$70.45	7	0	70
$88.72	8	8	88
"$1,783.89"	1	7	17
$64.83	6	4	64
$48.69	4	8	48
$52.90	5	2	52
$46.38	4	6	46
$72.15	7	2	72
$10.48	1	0	10
$46.24	4	6	46
$80.88	8	0	80
$50.51	5	0	50
$21.19	2	1	21
$18.59	1	8	18
$93.14	9	3	93
$34.41	3	4	34
$48.49	4	8	48
$45.79	4	5	45
$26.75	2	6	26
$4.07	4	0	40
$12.68	1	2	12
"$7,167.56"	7	1	71
$38.25	3	8	38
"$12,533.89"	1	2	12
$104.56	1	0	10
"$3,641.25"	3	6	36
$112.58	1	1	11
$7.42	7	4	74
$3.94	3	9	39
$40.25	4	0	40
$27.41	2	7	27
$27.01	2	7	27
$79.59	7	9	79
$42.26	4	2	42
$40.57	4	0	40
$26.08	2	6	26
$18.91	1	8	18
"$16,212.24"	1	6	16
$92.65	9	2	92
$325.87	3	2	32
$42.32	4	2	42
$121.09	1	2	12
$7.12	7	1	71
$38.62	3	8	38
$20.32	2	0	20
$312.94	3	1	31
$154.28	1	5	15
$18.81	1	8	18
$159.51	1	5	15
$122.40	1	2	12
"$15,832.85"	1	5	15
"$12,583.57"	1	2	12
"$14,512.19"	1	4	14
"$15,565.51"	1	5	15
"$13,336.30"	1	3	13
"$11,044.52"	1	1	11
"$3,793.53"	3	7	37
"$9,323.81"	9	3	93
"$10,810.64"	1	0	10
$49.09	4	9	49
$50.89	5	0	50
$77.43	7	7	77
$34.49	3	4	34
$91.58	9	1	91
$53.83	5	3	53
$6.58	6	5	65
$76.65	7	6	76
$31.99	3	1	31
"$14,706.49"	1	4	14
"$2,930.79"	2	9	29
"$20,795.55"	2	0	20
"$28,139.92"	2	8	28
"$13,733.84"	1	3	13
"$5,726.86"	5	7	57
"$23,228.05"	2	3	23
"$6,879.94"	6	8	68
"$13,743.31"	1	3	13
$65.98	6	5	65
$175.98	1	7	17
$118.02	1	1	11
$25.90	2	5	25
$34.63	3	4	34
$48.01	4	8	48
$94.50	9	4	94
$139.25	1	3	13
$40.93	4	0	40
$42.86	4	2	42
$18.26	1	8	18
$13.20	1	3	13
$39.16	3	9	39
$23.84	2	3	23
$88.88	8	8	88
$154.88	1	5	15
$128.15	1	2	12
$24.93	2	4	24
$54.00	5	4	54
$34.91	3	4	34
$27.13	2	7	27
$22.09	2	2	22
$51.72	5	1	51
$27.12	2	7	27
$20.97	2	0	20
$123.41	1	2	12
"$6,303.27"	6	3	63
"$6,084.06"	6	0	60
"$12,566.23"	1	2	12
"$23,869.56"	2	3	23
$368.26	3	6	36
"$25,953.37"	2	5	25
$83.36	8	3	83
$17.94	1	7	17
$30.97	3	0	30
$98.74	9	8	98
$60.83	6	0	60
$19.78	1	9	19
$9.46	9	4	94
"$1,735.51"	1	7	17
"$8,061.42"	8	0	80
"$10,200.25"	1	0	10
$55.21	5	5	55
$87.47	8	7	87
$33.47	3	3	33
$91.95	9	1	91
"$5,245.99"	5	2	52
$91.73	9	1	91
"$4,857.28"	4	8	48
"$2,891.54"	2	8	28
$59.57	5	9	59
$131.75	1	3	13
$48.60	4	8	48
$69.02	6	9	69
$42.86	4	2	42
$38.17	3	8	38
$42.78	4	2	42
$26.21	2	6	26
"$14,224.41"	1	4	14
"$5,795.81"	5	7	57
"$5,441.37"	5	4	54
$849.34	8	4	84
$85.32	8	5	85
$603.85	6	0	60
"$16,522.15"	1	6	16
$96.68	9	6	96
$49.87	4	9	49
$83.41	8	3	83
$40.07	4	0	40
$218.35	2	1	21
$67.39	6	7	67
$58.21	5	8	58
$84.60	8	4	84
$40.83	4	0	40
$25.38	2	5	25
$175.75	1	7	17
$63.97	6	3	63
$33.52	3	3	33
$123.39	1	2	12
$29.03	2	9	29
$26.89	2	6	26
$57.16	5	7	57
$116.68	1	1	11
$106.72	1	0	10
$61.77	6	1	61
"$6,539.94"	6	5	65
$154.64	1	5	15
$31.51	3	1	31
$120.08	1	2	12
$37.96	3	7	37
$86.14	8	6	86
$79.71	7	9	79
$61.75	6	1	61
"$4,365.73"	4	3	43
"$16,314.99"	1	6	16
$222.27	2	2	22
$32.09	3	2	32
$145.75	1	4	14
$134.03	1	3	13
$65.49	6	5	65
$77.71	7	7	77
"$10,438.89"	1	0	10
"$8,050.16"	8	0	80
"$13,455.04"	1	3	13
$88.08	8	8	88
$19.87	1	9	19
$147.16	1	4	14
$53.51	5	3	53
$47.12	4	7	47
"$13,969.94"	1	3	13
"$7,547.05"	7	5	75
"$9,577.91"	9	5	95
"$12,431.65"	1	2	12
"$12,741.83"	1	2	12
"$12,757.97"	1	2	12
"$4,822.10"	4	8	48
"$1,348.86"	1	3	13
"$4,411.16"	4	4	44
"$10,053.46"	1	0	10
"$15,275.54"	1	5	15
"$10,305.00"	1	0	10
"$12,003.31"	1	2	12
"$12,514.41"	1	2	12
"$14,814.38"	1	4	14
"$17,390.66"	1	7	17
"$22,230.37"	2	2	22
"$14,140.75"	1	4	14
"$3,899.57"	3	8	38
"$4,484.76"	4	4	44
"$2,918.03"	2	9	29
"$4,475.33"	4	4	44
"$6,869.63"	6	8	68
$94.67	9	4	94
$53.62	5	3	53
$74.29	7	4	74
$292.73	2	9	29
$89.52	8	9	89
$33.97	3	3	33
$15.69	1	5	15
$49.97	4	9	49
$25.25	2	5	25
$56.08	5	6	56
$14.32	1	4	14
"$6,293.72"	6	2	62
"$2,988.67"	2	9	29
"$5,803.85"	5	8	58
"$14,960.75"	1	4	14
"$20,765.54"	2	0	20
$114.56	1	1	11
$107.00	1	0	10
$61.75	6	1	61
"$12,664.42"	1	2	12
"$3,288.18"	3	2	32
$118.55	1	1	11
$36.47	3	6	36
$37.76	3	7	37
$37.83	3	7	37
$16.72	1	6	16
$275.32	2	7	27
$26.34	2	6	26
$38.52	3	8	38
$101.08	1	0	10
"$10,665.03"	1	0	10
"$7,783.40"	7	7	77
"$2,646.45"	2	6	26
$542.47	5	4	54
"$1,226.19"	1	2	12
"$20,222.17"	2	0	20
"$7,166.29"	7	1	71
$37.06	3	7	37
$51.98	5	1	51
$50.52	5	0	50
$57.82	5	7	57
$32.94	3	2	32
$57.55	5	7	57
$38.71	3	8	38
$81.23	8	1	81
$61.17	6	1	61
$151.09	1	5	15
$35.13	3	5	35
$89.83	8	9	89
$30.68	3	0	30
$59.90	5	9	59
$50.91	5	0	50
$155.10	1	5	15
$31.17	3	1	31
$31.91	3	1	31
$29.30	2	9	29
$32.48	3	2	32
$40.45	4	0	40
$30.07	3	0	30
$109.87	1	0	10
$82.35	8	2	82
$257.11	2	5	25
$62.94	6	2	62
$62.00	6	2	62
$39.85	3	9	39
$30.97	3	0	30
$71.09	7	1	71
$135.75	1	3	13
$136.68	1	3	13
$317.09	3	1	31
$172.65	1	7	17
$286.92	2	8	28
$241.45	2	4	24
$203.98	2	0	20
$53.45	5	3	53
$44.86	4	4	44
$29.24	2	9	29
$27.31	2	7	27
$149.30	1	4	14
$233.06	2	3	23
$104.51	1	0	10
$33.29	3	3	33
$41.51	4	1	41
$62.15	6	2	62
$92.53	9	2	92
$113.15	1	1	11
$68.39	6	8	68
$58.26	5	8	58
$81.67	8	1	81
$153.66	1	5	15
$74.58	7	4	74
$53.47	5	3	53
$79.76	7	9	79
$54.93	5	4	54
$26.53	2	6	26
$102.57	1	0	10
$66.17	6	6	66
$34.34	3	4	34
$159.39	1	5	15
$44.35	4	4	44
$102.94	1	0	10
$26.93	2	6	26
$26.10	2	6	26
$32.47	3	2	32
$68.16	6	8	68
$74.62	7	4	74
$47.98	4	7	47
$45.91	4	5	45
$73.49	7	3	73
$81.76	8	1	81
$59.52	5	9	59
$27.87	2	7	27
$43.44	4	3	43
"$8,532.55"	8	5	85
"$7,975.80"	7	9	79
$104.37	1	0	10
$145.29	1	4	14
$36.80	3	6	36
$125.78	1	2	12
$75.61	7	5	75
$68.46	6	8	68
$55.67	5	5	55
$46.99	4	6	46
$97.67	9	7	97
$38.96	3	8	38
$39.71	3	9	39
$42.52	4	2	42
$37.94	3	7	37
$41.62	4	1	41
$39.73	3	9	39
$47.87	4	7	47
$135.42	1	3	13
$59.19	5	9	59
$39.40	3	9	39
$28.98	2	8	28
$50.67	5	0	50
$32.90	3	2	32
$43.05	4	3	43
$92.23	9	2	92
$45.94	4	5	45
$60.50	6	0	60
$40.60	4	0	40
$37.49	3	7	37
$37.48	3	7	37
$193.41	1	9	19
$34.03	3	4	34
$57.14	5	7	57
$25.11	2	5	25
$114.99	1	1	11
$72.47	7	2	72
$115.85	1	1	11
$24.09	2	4	24
$4.61	4	6	46
$31.59	3	1	31
$31.67	3	1	31
$41.30	4	1	41
$36.12	3	6	36
$49.79	4	9	49
$64.67	6	4	64
$85.30	8	5	85
$172.29	1	7	17
$46.58	4	6	46
$43.80	4	3	43
$28.10	2	8	28
$50.31	5	0	50
$78.34	7	8	78
$35.80	3	5	35
$34.30	3	4	34
$93.53	9	3	93
$43.62	4	3	43
$160.11	1	6	16
$158.47	1	5	15
$64.44	6	4	64
$46.65	4	6	46
$30.80	3	0	30
$63.27	6	3	63
$55.53	5	5	55
$141.23	1	4	14
$41.80	4	1	41
$92.04	9	2	92
$32.47	3	2	32
$70.78	7	0	70
$65.94	6	5	65
$46.82	4	6	46
$36.15	3	6	36
$45.44	4	5	45
$34.23	3	4	34
$116.93	1	1	11
$123.87	1	2	12
$113.52	1	1	11
$51.59	5	1	51
$52.74	5	2	52
$66.70	6	6	66
$50.30	5	0	50
$53.60	5	3	53
$35.63	3	5	35
$29.98	2	9	29
$82.44	8	2	82
$26.17	2	6	26
$46.56	4	6	46
$106.91	1	0	10
$29.72	2	9	29
$57.70	5	7	57
$88.95	8	8	88
"$16,851.42"	1	6	16
"$6,170.74"	6	1	61
"$7,218.84"	7	2	72
"$7,049.73"	7	0	70
"$7,220.93"	7	2	72
"$7,236.07"	7	2	72
"$6,974.71"	6	9	69
"$7,610.47"	7	6	76
"$9,634.02"	9	6	96
"$9,404.68"	9	4	94
"$6,032.60"	6	0	60
$46.31	4	6	46
$60.41	6	0	60
$134.38	1	3	13
$83.60	8	3	83
"$103,352.55"	1	0	10
"$8,439.76"	8	4	84
"$51,694.11"	5	1	51
$24.09	2	4	24
$27.35	2	7	27
$41.22	4	1	41
$265.12	2	6	26
$130.84	1	3	13
$57.67	5	7	57
$67.14	6	7	67
$27.40	2	7	27
$27.88	2	7	27
$33.26	3	3	33
$52.18	5	2	52
$34.26	3	4	34
$75.56	7	5	75
$28.32	2	8	28
$20.74	2	0	20
$14.65	1	4	14
$82.44	8	2	82
$24.64	2	4	24
$18.76	1	8	18
$82.39	8	2	82
"$5,807.97"	5	8	58
$37.47	3	7	37
"$1,735.51"	1	7	17
$37.95	3	7	37
$29.08	2	9	29
$191.28	1	9	19
$36.77	3	6	36
"$15,521.59"	1	5	15
$51.17	5	1	51
$38.59	3	8	38
"$15,798.54"	1	5	15
$115.54	1	1	11
$2.90	2	9	29
$53.40	5	3	53
$24.16	2	4	24
$33.05	3	3	33
$28.72	2	8	28
$29.56	2	9	29
$24.03	2	4	24
$16.88	1	6	16
$30.74	3	0	30
$133.16	1	3	13
$47.12	4	7	47
$82.42	8	2	82
$238.16	2	3	23
$42.70	4	2	42
"$5,245.99"	5	2	52
"$2,891.54"	2	8	28
$80.88	8	0	80
$29.07	2	9	29
$14.88	1	4	14
$268.56	2	6	26
$215.05	2	1	21
$16.42	1	6	16
$119.74	1	1	11
$3.83	3	8	38
$12.23	1	2	12
"$18,322.54"	1	8	18
$26.55	2	6	26
$57.86	5	7	57
"$4,223.25"	4	2	42
"$10,933.14"	1	0	10
"$15,056.51"	1	5	15
"$12,142.97"	1	2	12
"$14,391.55"	1	4	14
"$15,137.00"	1	5	15
"$12,884.91"	1	2	12
"$2,495.23"	2	4	24
$54.96	5	4	54
$85.45	8	5	85
$31.92	3	1	31
$28.38	2	8	28
$58.94	5	8	58
$60.63	6	0	60
$80.00	8	0	80
$29.80	2	9	29
$30.14	3	0	30
$57.95	5	7	57
$143.15	1	4	14
$28.18	2	8	28
$69.39	6	9	69
$56.22	5	6	56
$27.94	2	7	27
$29.67	2	9	29
$35.48	3	5	35
$434.94	4	3	43
$488.94	4	8	48
$160.40	1	6	16
$150.59	1	5	15
$82.45	8	2	82
$41.24	4	1	41
$25.06	2	5	25
$43.27	4	3	43
$39.62	3	9	39
$39.00	3	9	39
$137.41	1	3	13
$63.10	6	3	63
$53.57	5	3	53
$31.72	3	1	31
$54.95	5	4	54
$45.61	4	5	45
$77.86	7	7	77
$120.17	1	2	12
$94.63	9	4	94
$28.48	2	8	28
$27.69	2	7	27
$40.10	4	0	40
$55.40	5	5	55
$27.17	2	7	27
$29.43	2	9	29
$27.55	2	7	27
$58.87	5	8	58
$173.00	1	7	17
"$6,995.67"	6	9	69
$70.28	7	0	70
"$22,149.82"	2	2	22
$74.29	7	4	74
$45.45	4	5	45
$114.20	1	1	11
$84.23	8	4	84
$75.15	7	5	75
$172.11	1	7	17
$61.39	6	1	61
$27.89	2	7	27
$34.06	3	4	34
$40.19	4	0	40
$49.80	4	9	49
$31.78	3	1	31
$52.32	5	2	52
$47.80	4	7	47
$100.52	1	0	10
$35.93	3	5	35
$59.44	5	9	59
$46.35	4	6	46
$69.95	6	9	69
$155.88	1	5	15
$34.48	3	4	34
$126.12	1	2	12
$28.08	2	8	28
$63.71	6	3	63
$76.48	7	6	76
$115.95	1	1	11
$49.84	4	9	49
$38.38	3	8	38
$72.15	7	2	72
$34.23	3	4	34
$37.28	3	7	37
$47.23	4	7	47
$75.81	7	5	75
$126.91	1	2	12
$139.74	1	3	13
$26.85	2	6	26
$68.11	6	8	68
$44.99	4	4	44
$49.88	4	9	49
$50.32	5	0	50
$45.32	4	5	45
$70.44	7	0	70
$51.86	5	1	51
$25.08	2	5	25
$346.09	3	4	34
$31.04	3	1	31
$26.92	2	6	26
$65.10	6	5	65
$31.35	3	1	31
$40.88	4	0	40
$43.72	4	3	43
$72.73	7	2	72
$27.00	2	7	27
$65.97	6	5	65
$40.17	4	0	40
$119.90	1	1	11
$39.33	3	9	39
$30.48	3	0	30
$37.51	3	7	37
$35.96	3	5	35
$45.49	4	5	45
$33.27	3	3	33
$47.68	4	7	47
$40.99	4	0	40
$28.83	2	8	28
$70.63	7	0	70
$45.54	4	5	45
$118.88	1	1	11
$42.22	4	2	42
$40.24	4	0	40
$47.98	4	7	47
$67.18	6	7	67
$36.34	3	6	36
$64.58	6	4	64
$30.50	3	0	30
$51.41	5	1	51
$151.66	1	5	15
$46.23	4	6	46
$38.87	3	8	38
$68.12	6	8	68
$26.74	2	6	26
$63.82	6	3	63
$25.68	2	5	25
$58.06	5	8	58
$34.42	3	4	34
$25.35	2	5	25
$61.56	6	1	61
$67.11	6	7	67
$122.74	1	2	12
$97.07	9	7	97
$256.91	2	5	25
$58.64	5	8	58
$51.26	5	1	51
$89.27	8	9	89
$191.37	1	9	19
$62.68	6	2	62
$296.68	2	9	29
$62.63	6	2	62
$71.78	7	1	71
$345.35	3	4	34
$114.87	1	1	11
$125.01	1	2	12
$586.69	5	8	58
$720.75	7	2	72
$444.02	4	4	44
$276.75	2	7	27
$238.60	2	3	23
$159.34	1	5	15
$150.86	1	5	15
$180.57	1	8	18
$62.80	6	2	62
$30.44	3	0	30
$63.94	6	3	63
$85.67	8	5	85
$27.79	2	7	27
$233.12	2	3	23
$111.29	1	1	11
$34.55	3	4	34
$44.70	4	4	44
